customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,service_count,avg_monthly_charge
9787-XVQIU,Male,0,No,No,-1.2774445836787656,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,0.3502505571160864,-0.972558759939217,Yes,-1.0527767083528985,0.3502577020484823
8945-MUQUF,Male,0,No,No,0.758573602322752,1,Yes,Fiber optic,1,1,0,0,1,0,One year,Yes,Electronic check,0.9983513871808745,1.128486653376472,Yes,0.574325849674195,0.9963052013387159
5656-MJEFC,Male,0,Yes,Yes,0.3920903288424788,0,No phone service,DSL,1,0,1,1,1,0,Two year,No,Credit card (automatic),-0.5521052139741185,-0.10916378821152191,No,0.574325849674195,-0.5388476899106476
6082-OQFBA,Male,0,Yes,Yes,-0.38159658183809786,1,No,No,0,0,0,0,0,0,One year,No,Mailed check,-1.4993295040688086,-0.8130270165683767,No,-1.0527767083528985,-1.509904173738903
8051-HJRLT,Female,1,No,No,-1.2774445836787656,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,0.19237984210030468,-0.9746543788026337,Yes,-1.0527767083528985,0.19332898781699823
8974-OVACP,Female,0,No,No,-1.2774445836787656,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,-1.4827115340671475,-0.9968899979007819,No,-1.0527767083528985,-1.4717672642391695
4010-YLMVT,Female,0,No,No,0.9621754209229036,1,Yes,Fiber optic,1,1,0,0,1,1,Month-to-month,Yes,Credit card (automatic),1.3905354792200795,1.594530229454423,No,1.1166933690165595,1.3397050444294354
1379-FRVEB,Male,0,No,Yes,-0.7073594915983407,1,Yes,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Electronic check,0.8720548151682491,-0.3748662009468333,No,0.03195833033183049,1.0122215625716053
8612-GXIDD,Male,0,Yes,Yes,-0.8295205827584317,1,Yes,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),-1.3082228490497045,-0.8676895801846575,No,-1.0527767083528985,-1.2757440282166843
6288-CHQJB,Female,0,Yes,Yes,0.880734693482843,1,No,DSL,1,0,1,1,0,1,Two year,No,Bank transfer (automatic),0.1724382780983114,0.7024142497249531,No,1.1166933690165595,0.23135284586567967
8160-HOWOX,Female,0,No,No,-1.0331224013585834,1,No,DSL,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,0.06940686408801149,-0.8036739386937589,No,0.03195833033183049,0.024601122139538252
3023-GFLBR,Female,0,Yes,Yes,0.025607055362205634,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Credit card (automatic),0.7108605061521354,0.20557610592774106,Yes,-0.510409189010534,0.6113550460457459
6648-INWPS,Male,0,Yes,Yes,-0.6666391278783103,1,No,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,-1.4827115340671475,-0.8551820444419492,No,-1.0527767083528985,-1.4326383282564505
4223-BKEOR,Female,0,No,Yes,-0.46303730927815856,1,No,DSL,1,0,1,0,0,1,One year,No,Mailed check,0.0029349840813665527,-0.41600650810759343,No,0.574325849674195,-0.03439463509034318
4079-VTGLK,Male,1,Yes,No,-0.0965540357978854,1,Yes,DSL,0,0,1,0,1,1,Two year,No,Electronic check,0.33529438411459117,-0.04322900102465216,No,0.574325849674195,0.26518582012299347
1763-WQFUK,Male,0,No,No,-1.1960038562387048,1,No,DSL,0,0,0,1,0,0,Month-to-month,Yes,Mailed check,-0.4740007549663106,-0.9405950574856292,No,-0.510409189010534,-0.5103724044210249
1391-UBDAR,Male,0,No,No,-0.8702409464784621,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,No,Electronic check,0.2704843011081128,-0.644693673971186,No,-0.510409189010534,0.32067401142302565
8894-JVDCV,Female,0,No,No,1.2064976032430856,1,Yes,Fiber optic,1,1,1,1,1,1,One year,Yes,Credit card (automatic),1.6713791722481544,2.1413764570765377,No,2.2014284077012887,1.6636897607020424
2023-VQFDL,Male,0,No,No,-0.5851984004382496,1,No,No,0,0,0,0,0,0,Month-to-month,No,Electronic check,-1.5209328650709681,-0.8518952316982745,No,-1.0527767083528985,-1.4972796516990245
1345-GKDZZ,Male,0,No,Yes,-1.0738427650786138,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,-1.502653098069141,-0.9490437103770882,No,-1.0527767083528985,-1.4293689800432947
2014-MKGMH,Female,0,No,No,0.5549717837226001,1,Yes,Fiber optic,0,0,1,0,1,1,One year,Yes,Electronic check,1.2077378092018058,1.0564856010586585,No,0.574325849674195,1.2197217819049335
5628-FCGYG,Male,0,No,No,-0.46303730927815856,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,0.642726829145324,-0.2392465717648744,No,-0.510409189010534,0.5959160351537081
2560-WBWXF,Male,0,No,No,1.4508197855632678,1,Yes,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),-1.3497677740538576,-0.34451281614618673,No,-1.0527767083528985,-1.4092629946234405
0248-IPDFW,Female,0,No,No,-1.2774445836787656,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,-0.48729513096763954,-0.9836765694882912,No,-1.0527767083528985,-0.4822904239796014
7978-DKUQH,Female,0,Yes,No,-0.30015585439803716,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,0.32698539911376057,-0.21264324177244723,No,-0.510409189010534,0.23826015652327576
4335-UPJSI,Female,0,No,Yes,-0.3408762181180675,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,-1.4960059100684764,-0.7860266219491969,No,-1.0527767083528985,-1.4518070330430597
0524-IAVZO,Female,0,Yes,No,-0.0965540357978854,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,0.6726391751483144,0.1519944404620648,Yes,-0.510409189010534,0.7524907748418124
2737-YNGYW,Female,0,No,No,-1.2367242199587352,1,No,Fiber optic,0,0,0,0,0,1,Month-to-month,No,Electronic check,0.5247392421335293,-0.9245580583940085,Yes,-0.510409189010534,0.9036379048647681
1784-EZDKJ,Male,0,Yes,No,0.758573602322752,1,Yes,Fiber optic,0,1,1,0,1,1,One year,Yes,Bank transfer (automatic),1.397182667220744,1.4201967991640814,No,1.1166933690165595,1.424628280182296
9297-FVVDH,Female,0,Yes,Yes,1.002895784642934,1,Yes,DSL,1,0,1,1,1,1,Two year,Yes,Electronic check,0.6560212051466532,1.131927880141661,No,1.6590608883589242,0.6709544982969777
8007-YYPWD,Female,0,No,No,-0.7073594915983407,1,Yes,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),-1.3198554280508674,-0.8429392184504093,No,-1.0527767083528985,-1.3245295863953137
7101-HRBLJ,Female,0,Yes,Yes,1.6137012404433893,1,No,DSL,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),0.6294324531439953,1.6840683027871441,No,2.2014284077012887,0.6601230842722283
5159-YFPKQ,Female,0,No,No,-1.2367242199587352,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,0.36686852711774764,-0.9348596795436466,Yes,-0.510409189010534,0.5179236440958048
6635-CPNUN,Male,0,Yes,No,-0.1779947632379461,1,Yes,Fiber optic,0,1,1,0,1,0,Month-to-month,No,Credit card (automatic),1.0581760791868549,0.17850953387076915,No,0.574325849674195,1.0298298295794839
4021-RQSNY,Male,1,Yes,No,-0.13727439951791576,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,1.1213243651931677,0.3195998312435423,Yes,0.574325849674195,1.284937655523772
5453-YBTWV,Male,0,Yes,Yes,1.5322605130033284,1,No,Fiber optic,1,1,1,1,1,0,Two year,Yes,Credit card (automatic),1.2077378092018058,2.0802064454107,No,1.6590608883589242,1.1638327925514367
5039-LZRQT,Female,0,No,No,-0.7888002190384014,1,No,No,0,0,0,0,0,0,One year,No,Mailed check,-1.481049737066981,-0.885226601199566,No,-1.0527767083528985,-1.4430499448737317
2931-VUVJN,Female,1,Yes,No,1.0843365120829946,1,Yes,Fiber optic,1,1,1,1,0,0,One year,Yes,Electronic check,0.9734244321783826,1.4136231736767317,No,1.1166933690165595,0.9332877725491823
9061-TIHDA,Male,1,Yes,No,-0.7888002190384014,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,1.0133075601823696,-0.4615145261626326,Yes,0.03195833033183049,0.997668065618856
8699-ASUFO,Male,1,Yes,No,-1.0331224013585834,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,0.32033821111309646,-0.7728793709744982,Yes,-1.0527767083528985,0.3540334305111947
6418-PIQSP,Female,0,Yes,No,1.2064976032430856,1,No,DSL,1,0,1,1,1,1,Two year,No,Mailed check,0.5396954151350245,1.193914080206935,No,1.6590608883589242,0.5193357360914358
8220-OCUFY,Female,0,No,No,-0.46303730927815856,1,No,DSL,1,0,1,1,0,0,One year,Yes,Electronic check,-0.1499503399339166,-0.45061730807286565,No,0.574325849674195,-0.157813759215255
3995-WFCSM,Female,0,No,No,-1.2367242199587352,1,No,DSL,0,0,1,0,0,1,Month-to-month,No,Electronic check,-0.13000877593192306,-0.9566320565772498,No,0.03195833033183049,-0.2972797293066939
1895-QTKDO,Female,0,No,No,-1.2774445836787656,1,No,DSL,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),-0.6916961619880726,-0.9863898444377677,No,-1.0527767083528985,-0.6854718118793123
2038-OEQZH,Male,0,No,No,-1.1552834925186746,1,No,Fiber optic,0,0,1,0,0,1,Month-to-month,No,Electronic check,0.7075369121518029,-0.8698513764858664,No,0.03195833033183049,0.40724760353254785
1178-PZGAB,Female,0,No,No,-0.5444780367182193,1,No,No,0,0,0,0,0,0,One year,No,Credit card (automatic),-1.479387940066815,-0.8365200069845748,No,-1.0527767083528985,-1.4703762063844859
7927-AUXBZ,Female,0,No,No,-0.0965540357978854,1,No,Fiber optic,0,0,0,1,1,0,Month-to-month,No,Electronic check,0.677624566148813,0.12183958797479456,Yes,0.03195833033183049,0.6772200547174483
2626-VEEWG,Male,0,Yes,Yes,1.4100994218432374,1,No,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),-1.5076384890696393,-0.43921272962669244,No,-1.0527767083528985,-1.5042378245915442
2878-RMWXY,Male,1,Yes,No,1.6137012404433893,1,Yes,Fiber optic,1,1,1,0,0,1,Two year,Yes,Credit card (automatic),1.259253516206956,2.3252835567008043,No,1.1166933690165595,1.3270242341670793
1657-DYMBM,Male,0,Yes,No,0.8400143297628127,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),-1.491020519067978,-0.5160447349033292,No,-1.0527767083528985,-1.4455241704193265
7311-MQJCH,Female,0,No,No,-1.1145631287986442,1,No,No,0,0,0,0,0,0,One year,No,Electronic check,-1.502653098069141,-0.9618380150168957,No,-1.0527767083528985,-1.479365917770378
7375-WMVMT,Male,1,Yes,No,1.5729808767233588,1,No,Fiber optic,0,1,1,1,0,1,Two year,Yes,Credit card (automatic),1.0216165451832002,1.953300178871368,No,1.1166933690165595,0.9834865849600168
1136-XGEQU,Female,0,Yes,Yes,0.7178532386027215,1,Yes,DSL,0,1,1,1,1,1,One year,Yes,Credit card (automatic),0.6443886261454905,0.8314823125654932,No,1.6590608883589242,0.6141622429497654
2530-FMFXO,Male,0,Yes,Yes,0.9621754209229036,1,Yes,Fiber optic,0,0,1,1,1,1,Two year,Yes,Electronic check,1.2775332832087833,1.5856183344984192,No,1.1166933690165595,1.3277879014689995
6844-DZKRF,Male,0,No,No,-1.2367242199587352,1,No,DSL,0,0,0,1,0,0,Month-to-month,Yes,Credit card (automatic),-0.48397153696730727,-0.9575805998522701,No,-0.510409189010534,-0.33279517515908247
4695-WJZUE,Female,1,No,No,-1.2367242199587352,1,Yes,Fiber optic,0,0,1,0,0,1,Month-to-month,Yes,Electronic check,0.7906267621601091,-0.9266977955492867,Yes,0.03195833033183049,0.8235216665465895
7619-ODSGN,Male,0,Yes,Yes,-0.3408762181180675,1,Yes,DSL,1,0,0,0,0,0,Month-to-month,No,Electronic check,-0.3327480099521901,-0.4154109111674644,Yes,-0.510409189010534,-0.29542136295395266
5970-GHJAW,Male,0,Yes,Yes,0.5549717837226001,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),-1.4893587220678117,-0.6253036846980985,No,-1.0527767083528985,-1.5180917588292413
8879-XUAHX,Male,0,Yes,No,1.5729808767233588,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,Yes,Electronic check,1.7112623002521414,2.772841568488827,No,2.2014284077012887,1.847862506550543
3689-MOZGR,Female,0,No,No,-0.13727439951791576,0,No phone service,DSL,0,0,0,1,0,0,Month-to-month,Yes,Electronic check,-1.115454397030434,-0.5971562144905223,No,-1.0527767083528985,-1.08232203040953
4195-PNGZS,Male,0,Yes,Yes,1.4915401492832983,1,Yes,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),-1.3397969920528607,-0.24773934294819486,No,-1.0527767083528985,-1.3147906693931217
5003-XZWWO,Male,0,Yes,No,1.5729808767233588,1,Yes,DSL,0,1,1,1,1,1,Two year,No,Credit card (automatic),0.6460504231456565,1.622280635035247,No,1.6590608883589242,0.634358002935162
3988-RQIXO,Female,1,No,No,-1.2774445836787656,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,0.8820255971692458,-0.9654998332413922,Yes,0.03195833033183049,0.878859686828218
7622-FWGEW,Male,1,Yes,No,0.9621754209229036,1,No,DSL,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),0.6942425361504742,1.122685097996697,No,2.2014284077012887,0.7087454208558555
6922-NCEDI,Male,0,No,Yes,0.9621754209229036,1,No,No,0,0,0,0,0,0,One year,Yes,Mailed check,-1.4478137970636586,-0.4593086115695624,No,-1.0527767083528985,-1.4067244418932252
2514-GINMM,Male,0,No,No,-1.2774445836787656,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Electronic check,0.4898415051300408,-0.9707057916810381,Yes,-0.510409189010534,0.48901572305316304
9891-NQDBD,Female,0,Yes,No,-0.1779947632379461,1,Yes,No,0,0,0,0,0,0,One year,No,Mailed check,-1.303237458049206,-0.7092166758184908,No,-1.0527767083528985,-1.3443364286226258
6131-IUNXN,Female,0,Yes,Yes,-0.5444780367182193,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,-1.481049737066981,-0.8371597222165652,No,-1.0527767083528985,-1.4728974987460999
8548-AWOFC,Male,0,Yes,No,1.369379058123207,1,Yes,DSL,0,0,0,1,0,1,Month-to-month,No,Electronic check,-0.030300955921955676,0.8756888410106214,No,0.03195833033183049,-0.002744305211621185
9798-DRYDS,Female,0,Yes,Yes,-0.62591876415828,1,Yes,DSL,0,0,1,1,0,0,One year,Yes,Mailed check,-0.09344924192826831,-0.533405282750792,No,0.03195833033183049,-0.056688090645917094
8532-UEFWH,Male,0,Yes,Yes,0.7992939660427822,1,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,-1.2965902700485417,-0.41201380269413634,No,-1.0527767083528985,-1.2824044979367653
6296-DDOOR,Female,0,No,No,-0.5444780367182193,1,No,DSL,0,1,0,0,1,0,One year,No,Electronic check,-0.21808401694072754,-0.5446333880295197,No,0.03195833033183049,-0.3199713605612188
7951-VRDVK,Female,0,No,No,0.14776814652229667,1,No,DSL,1,1,1,1,1,1,One year,No,Bank transfer (automatic),0.7008897241511383,0.3193351214923739,No,2.2014284077012887,0.6189178253892251
5931-FLJJF,Male,1,Yes,No,-1.0331224013585834,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,0.1774236690988095,-0.7995047601128561,Yes,-1.0527767083528985,0.06920191460532828
4815-YOSUK,Male,0,Yes,Yes,1.6137012404433893,1,Yes,Fiber optic,1,1,1,1,0,1,One year,Yes,Credit card (automatic),1.3340343812144315,2.3196364153425444,No,1.6590608883589242,1.3211508787806376
2659-VXMWZ,Male,0,Yes,Yes,1.4100994218432374,1,Yes,Fiber optic,1,1,1,0,1,1,One year,Yes,Electronic check,1.5467443972356951,2.295194881651326,Yes,1.6590608883589242,1.5519396394628633
0380-NEAVX,Male,1,No,No,0.06632741908223598,1,No,Fiber optic,0,1,1,0,1,1,One year,Yes,Electronic check,1.1661928841976528,0.46916084065370517,No,1.1166933690165595,1.1110461652530672
3207-OYBWH,Male,1,Yes,No,1.002895784642934,1,Yes,Fiber optic,0,1,1,0,0,1,Month-to-month,Yes,Bank transfer (automatic),1.0133075601823696,1.3885419247535233,Yes,0.574325849674195,1.0080831654539224
4285-GYRQC,Female,0,Yes,No,-1.0331224013585834,1,No,Fiber optic,0,0,1,0,1,0,Month-to-month,Yes,Electronic check,0.7141841001524675,-0.7467613421925465,Yes,0.03195833033183049,0.6334373367519126
7216-EWTRS,Female,1,Yes,No,-1.2774445836787656,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,1.1977670272008092,-0.9613085955145587,Yes,0.574325849674195,1.1927171152911862
4365-MSDYN,Male,0,Yes,No,-0.9924020376385531,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),-1.502653098069141,-0.9346832063762008,No,-1.0527767083528985,-1.471973749389474
7036-TYDEC,Female,0,No,No,1.4915401492832983,1,Yes,Fiber optic,0,0,1,1,1,1,Two year,No,Electronic check,1.304122035211441,2.095074309767993,No,1.1166933690165595,1.227813605766145
5802-ADBRC,Female,0,Yes,No,0.7178532386027215,1,Yes,Fiber optic,1,0,1,0,1,1,One year,Yes,Mailed check,1.3174164112127704,1.3028862611046053,No,1.1166933690165595,1.3201762688711995
8076-FEZKJ,Male,0,No,No,-0.9109613101984924,1,No,No,0,0,0,0,0,0,One year,No,Mailed check,-1.504314895069307,-0.906138671541872,No,-1.0527767083528985,-1.3913206496805033
5197-YPYBZ,Female,0,Yes,Yes,-0.8295205827584317,1,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),-1.3132082400502028,-0.8845868859675755,No,-1.0527767083528985,-1.3811891116388917
8337-MSSXB,Female,0,No,No,-0.748079855318371,1,No,Fiber optic,0,1,0,0,0,1,Month-to-month,Yes,Electronic check,0.7158458971526335,-0.48476486597359303,Yes,0.03195833033183049,0.6493661912039802
4312-GVYNH,Female,0,Yes,No,1.5322605130033284,0,No phone service,DSL,1,0,1,1,0,1,Two year,Yes,Bank transfer (automatic),-0.49560411596847015,0.4810948386022151,No,0.574325849674195,-0.5468553806919836
8495-LJDFO,Female,1,No,No,1.2879383306831464,1,Yes,Fiber optic,1,0,1,1,1,1,Month-to-month,Yes,Bank transfer (automatic),1.4686399382278874,2.1316042554292363,No,1.6590608883589242,1.5334692345813266
0839-JTCUD,Female,0,Yes,Yes,1.369379058123207,1,Yes,DSL,1,1,1,1,1,1,Two year,No,Credit card (automatic),0.8354952811645946,1.623163000872475,No,2.2014284077012887,0.8453465212212078
5494-WOZRZ,Female,0,Yes,Yes,1.5729808767233588,1,No,DSL,1,0,1,1,1,1,Two year,Yes,Credit card (automatic),0.572931355138347,1.641251500535651,No,1.6590608883589242,0.6543667048238314
1302-UHBDD,Male,1,No,No,-0.5037576729981889,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,No,Electronic check,0.8371570781647607,-0.27851185152152486,No,0.03195833033183049,0.5855681793355866
2234-EOFPT,Male,0,Yes,No,1.6137012404433893,1,No,DSL,1,1,0,1,1,1,Two year,Yes,Bank transfer (automatic),0.48485611412954227,1.5324557928054263,No,1.6590608883589242,0.502437257822961
8619-IJNDK,Female,0,Yes,Yes,1.5729808767233588,1,No,DSL,1,1,1,1,0,0,Two year,No,Credit card (automatic),-0.023653767921291324,0.9764109013302086,No,1.1166933690165595,-0.04684523264432285
8378-LKJAF,Male,0,Yes,Yes,0.22920887396235737,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Credit card (automatic),1.2093996062019723,0.7398486203693552,No,0.574325849674195,1.302523744695266
8182-BJDSI,Female,0,No,No,-0.1779947632379461,1,Yes,Fiber optic,0,1,0,0,0,1,Month-to-month,Yes,Electronic check,0.8371570781647607,0.15256797825626317,Yes,0.03195833033183049,0.9604508190771444
2528-HFYZX,Male,1,Yes,No,-0.62591876415828,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Electronic check,0.3884718881199074,-0.4616248218922861,Yes,-0.510409189010534,0.25950140539696187
1153-GNOLC,Male,0,No,No,0.025607055362205634,0,No phone service,DSL,0,1,0,0,1,0,One year,Yes,Electronic check,-0.8528904710041867,-0.428271393245064,No,-0.510409189010534,-0.8269829682213876
3298-QEICA,Female,0,Yes,Yes,-0.38159658183809786,0,No phone service,DSL,1,0,0,1,0,0,Two year,No,Mailed check,-1.0024522010191377,-0.6468995885642563,No,-0.510409189010534,-0.9690208113236598
0788-DXBFY,Male,0,Yes,Yes,1.0436161483629645,1,No,No,0,0,0,0,0,0,One year,Yes,Electronic check,-1.502653098069141,-0.5165962135515968,No,-1.0527767083528985,-1.5058871552826028
3597-YASZG,Female,1,Yes,No,1.5322605130033284,1,Yes,Fiber optic,0,1,0,1,1,1,Two year,Yes,Bank transfer (automatic),1.3190782082129364,2.236627849205311,No,1.1166933690165595,1.3311683583582716
3496-LFSZU,Male,0,Yes,No,-1.1552834925186746,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,0.19071804510013865,-0.8759838190546015,No,-1.0527767083528985,0.29244185996319866
5242-UOWHD,Male,0,Yes,Yes,0.5142514200025698,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,-1.4760643460664828,-0.5958326657346801,No,-1.0527767083528985,-1.4552851606859678
2482-CZGBB,Male,0,No,No,-0.9109613101984924,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,0.17410007509847744,-0.6793044739364583,Yes,-1.0527767083528985,0.30730879078512885
6479-SZPLM,Male,0,Yes,Yes,0.14776814652229667,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),-1.505976692069473,-0.6729073216165545,No,-1.0527767083528985,-1.4450618514664433
8097-VBQTZ,Male,0,No,No,0.880734693482843,1,No,DSL,1,1,0,1,1,0,Month-to-month,Yes,Mailed check,0.17077648109814536,0.7074657941430841,No,1.1166933690165595,0.23835804577971662
4500-HKANN,Male,0,Yes,Yes,-0.38159658183809786,1,Yes,DSL,0,1,0,1,0,0,Two year,No,Mailed check,-0.16823010693574386,-0.38185895020686594,No,0.03195833033183049,-0.10609243535511015
9917-KWRBE,Female,0,Yes,Yes,0.35136996512244845,1,Yes,DSL,1,1,1,0,1,0,One year,Yes,Credit card (automatic),0.4516201741262198,0.41094675454258117,No,1.1166933690165595,0.45009579033233765
3420-ZDBMA,Male,1,No,No,-1.1145631287986442,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,0.2222921881032951,-0.8418362611538742,No,-1.0527767083528985,0.3178808304807238
2212-LYASK,Male,0,Yes,Yes,-0.21871512695797646,0,No phone service,DSL,0,1,1,0,0,1,One year,Yes,Credit card (automatic),-0.62854787598176,-0.45588944395030345,No,0.03195833033183049,-0.6123607734751707
1393-IMKZG,Female,0,No,No,-1.2774445836787656,1,No,Fiber optic,0,0,0,1,1,1,Month-to-month,Yes,Electronic check,1.0332491241843629,-0.9634924509616984,No,0.574325849674195,1.0291808762499552
8069-RHUXK,Female,0,Yes,Yes,1.4100994218432374,0,No phone service,DSL,1,0,0,1,0,0,Two year,No,Credit card (automatic),-0.9658926670154829,0.11733952220493113,No,-0.510409189010534,-0.8821936046291965
3398-GCPMU,Female,1,Yes,Yes,1.6137012404433893,1,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),0.8238627021634315,1.8393426309933594,No,2.2014284077012887,0.8216174146048918
2908-WGAXL,Female,0,Yes,Yes,0.9621754209229036,1,Yes,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),-1.3231790220511994,-0.3577262445586774,No,-1.0527767083528985,-1.2708867108714237
3378-AJRAO,Male,0,Yes,Yes,0.47353105628253944,1,Yes,No,0,0,0,0,0,0,One year,No,Electronic check,-1.3265026160515319,-0.5585968274036544,No,-1.0527767083528985,-1.3764086675530525
1013-QCWAM,Female,1,Yes,No,1.369379058123207,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,1.1977670272008092,1.9460647790060979,No,0.574325849674195,1.211713749119208
0866-QLSIR,Female,0,No,No,0.06632741908223598,1,Yes,DSL,1,1,0,1,0,0,One year,Yes,Mailed check,-0.012021188920128179,-0.08425901245575879,Yes,0.574325849674195,-0.10784782318020582
6050-FFXES,Female,0,Yes,No,1.4915401492832983,1,Yes,Fiber optic,0,0,1,1,1,1,Two year,No,Bank transfer (automatic),1.3489905542159264,2.1886712659519634,No,1.1166933690165595,1.3293923295623595
7181-BQYBV,Female,0,Yes,Yes,-1.2774445836787656,1,Yes,Fiber optic,1,0,1,0,1,1,Month-to-month,Yes,Electronic check,1.2526063282062914,-0.9605806436988457,Yes,1.1166933690165595,1.2472291949715966
0362-RAOQO,Female,0,No,No,0.3106496014024181,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),-1.4993295040688086,-0.6394877155315403,No,-1.0527767083528985,-1.4517382046596248
9554-DFKIC,Male,0,Yes,Yes,-0.0965540357978854,1,Yes,DSL,1,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),-0.3427187919531868,-0.3048725309087143,No,-0.510409189010534,-0.38791294461371933
5527-ACHSO,Female,0,No,No,-0.8702409464784621,1,No,DSL,0,0,0,1,1,1,Month-to-month,No,Mailed check,0.19071804510013865,-0.6399068393042237,No,0.574325849674195,0.35326112241654906
0829-DDVLK,Female,0,No,No,-0.7073594915983407,1,No,No,0,0,0,0,0,0,One year,No,Credit card (automatic),-1.4843733310673135,-0.8723440599760357,No,-1.0527767083528985,-1.4713267625851862
1399-UBQIU,Male,0,No,No,-0.8702409464784621,1,No,DSL,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,0.15249671409631763,-0.6915472999279981,No,0.574325849674195,0.0017107683343440957
1813-JLKWR,Female,0,Yes,Yes,1.2879383306831464,1,No,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),-1.4943441130683104,-0.4160726855453855,No,-1.0527767083528985,-1.4474794484345925
0336-PIKEI,Male,1,Yes,No,1.6137012404433893,1,No,DSL,1,1,1,1,1,0,Two year,No,Bank transfer (automatic),0.32033821111309646,1.3592914972494117,No,1.6590608883589242,0.32233632116840705
7322-OCWHC,Male,1,Yes,No,1.6137012404433893,1,Yes,Fiber optic,1,1,1,1,0,0,Two year,Yes,Bank transfer (automatic),0.9401884921750601,1.9656091823007003,No,1.1166933690165595,0.9529419701986076
9537-VHDTA,Female,0,No,Yes,-1.2774445836787656,1,No,DSL,1,0,0,0,0,0,Month-to-month,No,Mailed check,-0.4507355969639848,-0.9831912682778158,No,-0.510409189010534,-0.4459490375259946
4957-TIALW,Female,0,No,Yes,-0.7073594915983407,1,No,DSL,1,1,1,1,0,0,One year,No,Credit card (automatic),0.0278619390838584,-0.5601850859106648,No,1.1166933690165595,0.08705796379357211
2054-PJOCK,Female,0,No,No,1.125056875803025,1,Yes,DSL,0,0,1,1,1,1,One year,No,Credit card (automatic),0.5247392421335293,1.1326558319573745,No,1.1166933690165595,0.5314415386024115
9150-HEPMB,Male,0,No,No,0.9621754209229036,1,No,DSL,1,0,1,0,0,0,One year,No,Mailed check,-0.4008816869590011,0.32646022562799065,No,0.03195833033183049,-0.35598050775042595
